dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,date,reserve0,reserve1,reserveUSD
553069.808680696873617649,4773.635300015485144728,14409260.60575563512407429173068466,2021-08-18 00:00:00,2090062.291434420770015522,18254.517372276070754715,110370271.5845600339024344084847155
347433.642421942076573512,2975.800233239772585141,8945010.123586533611376331973586715,2021-08-19 00:00:00,2080096.80003903757600762,18310.30255921305652031,115959005.2896269646139171573655924
91171.330743831140353139,795.78994468592861511,2566384.683154887631366605308021151,2021-08-20 00:00:00,2055235.930393411626556684,18019.64649021869881727,118055776.4298186844782199775056408
115104.632094614849496948,1021.863648876432675214,3345747.628491679196568045944642703,2021-08-21 00:00:00,2036127.556291374496196568,17863.966082920559194472,115674472.3416076299218685588752751
92416.554762586162251042,814.022854439964808443,2622922.242224800068488813217854993,2021-08-22 00:00:00,2037746.470631193905085722,17838.833713076773413562,115712562.9645859819097142035563898
74651.134614156321584188,653.588555237576789213,2169205.884450465050486393785061255,2021-08-23 00:00:00,1974234.343030200592102187,17091.772571243477836133,113633399.1535667979669075525729106
117647.92829051243804443,1012.039859245810520241,3327357.461828561442798227810436053,2021-08-24 00:00:00,2001728.869682626971497426,16846.487742861068072407,106994644.548382889380746011290847
96719.195902236482880619,812.019761599840305567,2577430.146719041060660955530164217,2021-08-25 00:00:00,2004392.253800440035097836,16809.03774824590053663,108278029.8979214811419999340515067
130260.563808566632705058,1082.942969131307724186,3390659.328747109416770449092815165,2021-08-26 00:00:00,1993640.666673298633476195,16498.336406885404651828,102370625.7596194643896361996245766
102627.704527546227582668,853.92362420286218067,2676768.688305881394508253123171088,2021-08-27 00:00:00,1983170.049447507939799043,16570.485041914725039195,108409151.034707977892568115431998
50977.987276144057081125,424.501452543329762197,1375385.483567959404186843874617117,2021-08-28 00:00:00,1992409.267622395824099199,16488.953346959221693013,106848367.9930078121831940436420671
60297.879106386753120715,502.021871394616433873,1619391.725206885934558379512074497,2021-08-29 00:00:00,1988693.401622033719055196,16504.948550710430485235,107019204.5440518091149493646864147
121796.450815742600232622,1007.41028105744221241,3287034.488579823648737101147206208,2021-08-30 00:00:00,1989978.753253965555332805,16489.996804128677494843,106321429.4867624344821719586879749
216587.343843723188041636,1830.14065050206433207,6139229.532812033335109844127262859,2021-08-31 00:00:00,1949632.391799240706614159,16717.80288929271266877,114659921.8158473428640419689958141
173110.168959491112165657,1479.732646233077112924,5174051.735878692029732460107489254,2021-09-01 00:00:00,1962454.230658180729840445,16534.867737330759737773,117055193.2074127450031286391541644
