dailyVolumeToken0,dailyVolumeToken1,dailyVolumeUSD,date,reserve0,reserve1,reserveUSD,liquidityDepth,priceOfA,ratio,ratioChange,buy,sell,holdA,holdB,HoldAsB,HoldAsA,dailyROIA,dailyROIB,ROIAsB,TotROIA,TotROIB,TotROIAsB,1
8867583.300721993768910187,71453.208408700748155237,24169088.60753564924707425921793881,2020-10-07 00:00:00,7141427.21698866248911217,61803.742671604157969454,42100586.321190494383112480050125,441366930026.7575,0.008654256466351701,50999982695546.42,-2.76%,-2.76%,0,115.55007687697534,1,2.0,115.5587311334417,2.013716483033821,2.101129712031561,4.23107953411006,1432106.3018492814,1428257.670190779,2045416810144.787,23
5624690.876621171215375975,50102.52492886838347335,17222924.96258169722929208878087631,2020-10-08 00:00:00,6915761.971431582213032006,66471.965054485653631453,46544257.99361767288771588829748964,459704288090.141,0.00961166178493066,47827763645499.25,6.22%,0,6.22%,104.04028173024341,1,2.0,104.04989339202834,1.9684005397380164,2.0755330046545275,4.085480286606039,2818958.81752234,2964395.9336319426,8356510055739.134,24
6147904.833937838496509336,57939.564810693949916062,20793167.28574236001921083885041631,2020-10-09 00:00:00,7800630.812412029308354839,72409.094144710139593502,52768854.40720261517145127294790474,564836610884.0693,0.009282466493542535,60849841071551.95,-27.23%,-27.23%,0,107.72998757341733,1,2.0,107.73927003991088,2.1279495801960455,2.089317791122286,4.445962916514798,5998602.232336604,6193565.164067778,37152733819299.195,25
3290069.993024946264312381,30190.534865200798264779,11250699.089735144350748488110022,2020-10-10 00:00:00,8029857.179477239236985134,71099.87053642614936979,52685299.68919234931193990365327989,570921805886.8237,0.008854437749919595,64478606322802.164,-5.96%,-5.96%,0,112.93771871727041,1,2.0,112.94657315502033,2.029385619263057,1.981919072131085,4.022078063526005,12173477.105983173,12275144.923152622,149431195694624.03,26
2736837.783412162191647576,24549.646207008313836901,9144048.627830385606034833487199327,2020-10-11 00:00:00,7871051.406431224184858672,70801.786992340898033408,52775962.57635520981502694130192355,557284505083.9088,0.008995213388454135,61953450242682.95,3.92%,0,3.92%,111.17023652641265,1,2.0,111.17923173980111,1.9802230887179548,1.995807537456309,3.9521441663083072,24106200.43524731,24498826.760996547,590573628328983.4,27
2995080.337165889811968302,27124.717989636409916238,10316132.07143921964263152639636896,2020-10-12 00:00:00,7814636.955994798907047331,69595.345947441472868743,53816023.28913767043516170944147672,543862362406.11896,0.00890576828320261,61068550753999.65,1.43%,0,1.43%,112.2867750653388,1,2.0,112.295680833622,1.9928326664986167,1.9829603023292344,3.9517080668516713,48039623.69252401,48580200.92069725,2333774571137504.0,28
1800392.630979201623610814,16020.358874229774651314,6098549.10761029544822994100620684,2020-10-13 00:00:00,7875770.934011421517162987,69382.701158579139747951,52828583.0075688600351612953362396,546442261107.9381,0.00880963930260475,62027767805019.13,-1.57%,-1.57%,0,113.51202536797727,1,2.0,113.52083500727987,2.007823009355505,1.9969445544674362,4.009511224866896,96455061.81062958,97011967.6835203,9357295339284750.0,29
2807781.357753231421503842,23620.905569785053442577,8917365.353120859501875059658421961,2020-10-14 00:00:00,8040543.121888409740158209,66053.576288718058003505,49831116.38181720854661706966280306,531106628504.3833,0.008215063993488621,64650333694947.01,-4.23%,-4.23%,0,121.72759710607421,1,2.0,121.7358121700677,2.0209214042990284,1.952017940866094,3.9448748382720047,194928098.9660871,189369101.39695334,3.69133589382243e+16,30
3035895.571574624362927692,24758.582454315759476935,9304900.435867090763825003537361695,2020-10-15 00:00:00,8016503.18340633969020061,65807.339338200651123068,49652872.2367454034945710548142819,527544745296.18677,0.008208983123017741,64264323289563.99,0.60%,0,0.60%,121.81776780561651,1,2.0,121.82597678873952,1.9970101598713366,1.9962721632294196,3.986575791837482,389273394.07968134,378032265.69450736,1.4715790313853277e+17,31
3941324.276474911082785118,33598.22731377799173277,12375122.49977973471546595616525989,2020-10-16 00:00:00,7776209.34672573764501152,64870.999344215434555689,47364650.85204707847009825878353315,504450471431.9273,0.008342239316323205,60469431804104.73,5.91%,0,5.91%,119.87189075759389,1,2.0,119.88023299691021,1.9700251055624856,1.985771495954682,3.912019700941097,766878359.2644913,750685697.7673197,5.756846162271219e+17,32
1733891.833356878112945464,14475.063939898248234864,5296051.153038806867572638595346738,2020-10-17 00:00:00,7640219.591013801875946015,63602.948188263737641183,46634687.66142249835494553033165427,485940490794.20844,0.008324753945956165,58372955398911.1,3.47%,0,3.47%,120.12367050028672,1,2.0,120.13199525423268,1.9825120763024215,1.980452726661058,3.9262714471516063,1520345608.2968411,1486697537.0087473,2.2602940712569795e+18,33
2144444.262083603122384088,18203.115023005083339094,6787555.630994218203732108038223617,2020-10-18 00:00:00,7390152.61849578809215429,63863.771762100117283902,48066354.15227783095242253488359188,471963020114.70154,0.008641739225014695,54614355724660.16,6.44%,0,6.44%,115.71744691223306,1,2.0,115.72608865145807,1.9672696616191327,2.004100809494936,3.942606721345733,2990929790.378261,2979491737.393358,8.911450597555678e+18,34
1813136.027785547298949981,15317.771973631315334802,5778680.197982809685776703870143153,2020-10-19 00:00:00,7558232.437753404049503464,62997.341188248960993991,47654560.42993899146168040405940076,476148547661.2419,0.008334930383137857,57126877583107.766,-4.60%,-4.60%,0,119.97700688935201,1,2.0,119.98534181973515,2.022743754822729,1.9864331443329295,4.01804523707231,6049884554.600882,5918561140.424272,3.580661162891378e+19,35
2605378.673646046412647512,20662.221434357731013004,7677323.608442943890556673235753181,2020-10-20 00:00:00,7806087.773396314521319477,60309.266692381385894949,44364182.57713439060647169348497833,470779429349.89594,0.007725927307391999,60935006325967.43,-6.67%,-6.67%,0,129.43430092116216,1,2.0,129.44202684846957,2.0327927644041313,1.957330350056599,3.9788469731436598,12298161548.072983,11584579348.818024,1.4246902829823417e+20,36
2427744.204877552149954089,18779.979070379573448193,7162646.447232363993756071345525414,2020-10-21 00:00:00,7910934.880818177146424669,59128.073355447147059152,46282325.65964983470407864834930239,467758337943.1827,0.0074742207142693496,62582890688545.7,-2.70%,-2.70%,0,133.79321246037836,1,2.0,133.80068668109263,2.0134314538172617,1.9804143972938828,3.9874286391040585,24761505285.016132,22942267728.992607,5.680850836217055e+20,37
2272956.043496302760424577,16909.193007777838381282,6883800.661372475923402746088332141,2020-10-22 00:00:00,7931962.939736100247813937,58128.305520018560271193,48081032.61194806055900326441699453,461071565134.4446,0.007328363226310349,62916036077346.945,-0.53%,-0.53%,0,136.45611838804496,1,2.0,136.46344675127128,2.0026581003679995,1.9830914863500033,3.9714542289096504,49588829136.34259,45496615810.927666,2.2561239077299149e+21,38
2313433.053333468752647995,17054.678618631738333778,7037603.164643083627836572860411266,2020-10-23 00:00:00,8290931.764998538308811408,60906.766602637489260948,49688757.72189129311590362325149819,504973845929.15924,0.007346190793628878,68739549531861.78,-9.26%,-9.26%,0,136.12496980983244,1,2.0,136.13231600062608,2.045255988711715,2.0477987627157317,4.188272683120791,101421849764.30667,93167913565.37067,9.449262132480933e+21,39
1236759.506304710725044458,8987.652614996769100875,3696168.918670643738471507132212386,2020-10-24 00:00:00,8301565.095340764937816643,59384.388672790263405217,48765337.00297074772986380067784335,492983368214.1852,0.007153396737937961,68915983032180.125,-0.26%,-0.26%,0,139.79372829924432,1,2.0,139.80088169598227,2.001282525371529,1.9750047816562093,3.952542557053784,202973775624.16348,184007074788.53946,3.7348610711387676e+22,40
2103826.371855038014762302,14748.784869340776781059,6020749.174460880806790413806176245,2020-10-25 00:00:00,8352441.315048517728679699,57004.281287794092393818,46221237.20798897689668399069700099,476124914162.81854,0.006824864627913039,69763275921329.414,-1.23%,-1.23%,0,146.52305276651148,1,2.0,146.52987763113939,2.006128509398343,1.9599203184845324,3.9318520270609008,407191477939.8568,360639204622.9614,1.4684921073347811e+23,41
2114156.766522166889730366,14402.250901200816764656,5713940.481663550517764426377809926,2020-10-26 00:00:00,8367927.769734110586162943,57836.13257686128064337,45465508.51966499520010515079625612,483968579883.94116,0.006911643380341823,70022215159487.29,-0.37%,-0.37%,0,144.6833907611917,1,2.0,144.69030240457204,2.001854123136153,2.01459278619561,4.032920875486032,815137939019.8063,726541140052.7405,5.922312475156913e+23,42
2410658.315311756318690201,16936.09667738209721902,6768807.73356125844219411693469601,2020-10-27 00:00:00,8247704.018163028185098681,57542.243484918410350701,46421244.9658762289607627709701379,474591392804.67694,0.006976759029931159,68024621571222.56,2.85%,0,2.85%,143.3330283746187,1,2.0,143.34000513364862,1.985632792863495,1.9949185901814528,3.961175771757304,1618564622424.891,1449390426822.8384,2.3459320689367591e+24,43
2023591.717349680355341524,13894.739391442894405403,5450830.19948963390948039640198457,2020-10-28 00:00:00,8181207.271910293225284393,56118.509158404719119575,43490266.73730536721939737960346881,459117155215.50507,0.006859441069423141,66932152425957.86,1.61%,0,1.61%,145.7844727987578,1,2.0,145.79133223982723,1.991937544544967,1.9752575805132302,3.934589734771356,3224079639680.389,2862919427705.1177,9.230280236909502e+24,44
1878713.015732966242219369,12571.966233234393572321,4870879.739346629916933508874337518,2020-10-29 00:00:00,8198118.191844221713718396,53774.136989264907449865,41422293.48976299849638174360513748,440846730702.41595,0.006559326876106925,67209141887447.18,-0.41%,-0.41%,0,152.45466781699977,1,2.0,152.46122714387587,2.00206704455368,1.9582246177901412,3.920496973111368,6454823595620.61,5606239302081.824,3.6187285729773383e+25,45
4799455.389113708466148863,29697.103630202646334219,11359428.69043701324766754350905612,2020-10-30 00:00:00,8348344.590218258790251346,52540.670538550723418873,40285696.64278101913382312776979965,438627622656.94977,0.006293543584690135,69694857397026.47,-3.70%,-3.70%,0,158.8929966946809,1,2.0,158.8992902382656,2.018324497751629,1.9770620874685458,3.99035284471374,13027928591706.332,11083883177422.096,1.4440003855427015e+26,46
2090580.799618750845324223,12700.082056032174539167,4901696.44875149788346253550878321,2020-10-31 00:00:00,8528018.026282401215532421,50006.954102598342252223,38594718.78739109782204662015645973,426460206026.43536,0.005863842448325329,72727091456597.6,-4.35%,-4.35%,0,170.53664193955154,1,2.0,170.54250578199986,2.021522043576719,1.9517760925016496,3.9455583951181183,26336244830277.754,21633258197773.668,5.697387843731806e+26,47
2336885.182198642147029667,14015.992005493228558073,5462527.272370055652674114570117832,2020-11-01 00:00:00,8387986.170014351477476396,50250.826025634655400001,39638936.31001847849645400603493754,421503233734.82074,0.005990809356037443,70358311988352.03,3.26%,0,3.26%,166.9223539874818,1,2.0,166.92834479683785,1.9835797888986062,2.004876760190912,3.9768330207472107,52240042960824.36,43372016607925.95,2.2657560108956393e+27,48
1327866.687130718679603794,7894.370872373056549133,3090308.419653255675461187682342578,2020-11-02 00:00:00,8430904.136172726147752672,49731.16139244661971353,38047343.68438896552500517461245824,419278654280.25165,0.0058986747553059545,71080144553334.39,-1.03%,-1.03%,0,169.5296047812237,1,2.0,169.535503455979,2.005116599537539,1.9896585852554356,3.9894974567080492,104747377301303.08,86295505203801.2,9.039227842989128e+27,49
2667494.514609144100593651,15017.990856956789897879,5681775.430930708607083174076400686,2020-11-03 00:00:00,8752175.904384649822281879,48084.258808145389920045,37236506.17626320195419189370777055,420841891320.84546,0.005493977650067135,76600583061291.28,-7.77%,-7.77%,0,182.0174859990157,1,2.0,182.02297997666577,2.038106443036579,1.966883890538873,4.008718730012131,213486304568969.3,169733239011270.06,3.6235721959037665e+28,50
2943233.685837901915778531,15067.852644074883277845,5845510.831827567679284909108056309,2020-11-04 00:00:00,9274088.469678576842226419,44634.335235289044932554,35781815.1081297246111978116209135,413942773757.36237,0.004812800242441076,86008716943425.14,-12.28%,-12.28%,0,207.77924485243025,1,2.0,207.7840576526727,2.059632321264528,1.9282525371427388,3.9714912490595147,439703293037572.25,327288548760936.4,1.4390985266367176e+29,51
8141215.452556220490665819,41632.721641830909082144,16999585.85411865558496268272821013,2020-11-05 00:00:00,8777474.05318838185850592,46289.585406693728492319,38393895.88798800035076371352592483,406305634840.1018,0.00527367954905879,77044050754395.28,10.42%,0,10.42%,189.62092609105784,1,2.0,189.6261997706069,1.9464514040259737,2.03708468296165,3.965086341270509,855861092087826.6,666714489589650.6,5.706149911709763e+29,52
6120696.61382086503078703,34567.907240741756576855,15092707.26261596022990909643868179,2020-11-06 00:00:00,8743483.447886614855716788,49197.083016472409277279,44772400.0796570831786905804978522,430153881038.8302,0.005626714262078672,76448502803467.2,0.77%,0,0.77%,177.72361513708196,1,2.0,177.72924185134406,1.9961275185667544,2.062811053160961,4.117633908818262,1708407877987105.8,1375306018428099.8,2.3495836365256452e+30,53
7886084.210488810630752363,47762.357451273657053168,21719106.81838237120529504165668421,2020-11-07 00:00:00,8721174.558487375120113002,49543.767119327468829577,43172115.83531851637119887076013059,432079841332.702,0.005680859474497261,76058885679607.45,0.51%,0,0.51%,176.02970192965336,1,2.0,176.03538278912785,1.9974485124227424,2.0070468426499795,4.008972730213963,3412456774496638.5,2760303601963632.0,9.419416726188269e+30,54
2823873.940105885278744668,17083.740449148077113124,7617596.939257114365045629765444009,2020-11-08 00:00:00,8510175.681884111039645474,53650.495185016607473754,48781931.00027710674660324927122083,456575139444.569,0.006304275868149722,72423090136531.7,4.78%,0,4.78%,158.622500175186,1,2.0,158.62880445105415,1.9758061399656404,2.0828909125097006,4.115388653815302,6742353047417803.0,5749411288297843.0,3.876456072051328e+31,55
2590217.422423715516960571,15581.149277789359501198,6962475.405812177200185335241351951,2020-11-09 00:00:00,8409642.755494362799030879,50514.788819348636543962,44788141.90010573724977076585941173,424811327839.96295,0.00600676988167485,70722091275038.83,2.35%,0,2.35%,166.47882634071757,1,2.0,166.48483311059925,1.9881867390113044,1.9415530769128164,3.860170080604657,1.3405056918608532e+16,1.1162787177231956e+16,1.4963779748110784e+32,56
4734587.161458271335101029,30848.959838220786257275,13811742.85854640775977159265003646,2020-11-10 00:00:00,8274269.023843843086543457,56332.028038144964212927,50730495.18436521915645564773939056,466106354646.32574,0.006808097232010919,68463527878941.75,3.19%,0,3.19%,146.88391865176524,1,2.0,146.89072674899725,1.983902558576335,2.115159131706954,4.196269613189525,2.6594326718688868e+16,2.3611071233223464e+16,6.2792054255458086e+32,57
3352836.192858610466219192,22265.666072817664787543,10296011.61222159355867096369903751,2020-11-11 00:00:00,8679509.886189082125256975,54557.117116851749250971,50604597.6108107298749764602740759,473529037377.69037,0.00628573707873339,75333891864454.03,-10.04%,-10.04%,0,159.09033220357117,1,2.0,159.0966179406499,2.0489760317409864,1.968491975469242,4.033392876410943,5.449113802688241e+16,4.647820425483305e+16,2.532650243291741e+33,58
2690975.147216092761733052,17407.628678358476543208,7979296.643952554211846778835758055,2020-11-12 00:00:00,8559715.808211951934219136,55000.11638903205426599,50829157.3514005642992925529251731,470785365708.69495,0.0064254605668410715,73268734717353.6,2.74%,0,2.74%,155.63086717247208,1,2.0,155.63729263303892,1.9861980596199622,2.0081199171728867,3.988523882972987,1.0823019261547738e+17,9.333380767855986e+16,1.0101535982586455e+34,59
7160990.820875014846311706,53649.171051961722663714,25136080.52432526918408650692872085,2020-11-13 00:00:00,7900661.916898035518271101,64377.308246784124540324,61205363.45614975149770784311368771,508623347577.77313,0.008148343635498833,62420458725122.945,14.81%,0,14.81%,122.7243283706678,1,2.0,122.7324767143033,1.9230051667507886,2.170494036620294,4.173871246822601,2.0812721959799603e+17,2.025804729813796e+17,4.216251058646149e+34,60
6794397.484481743950002955,54982.482100002369923787,25447154.156896875963600072352327,2020-11-14 00:00:00,8160513.689801332859702573,67187.143211517545078042,61947040.75398930851691662717509466,548281601956.23157,0.008233200232907545,66593983681434.96,-6.69%,-6.69%,0,121.45945339736394,1,2.0,121.46768659759685,2.0328898737392525,2.043646356787118,4.1545079842166475,4.230997171702718e+17,4.1400284556460755e+17,1.751644868660732e+35,61
6051478.002389453886130851,52800.322985344801451063,23940340.20485840044480463319273923,2020-11-15 00:00:00,7701001.215504963257771887,66174.970267046973511414,59281926.75453022709770109579833637,509613526462.5335,0.008593034647730258,59305419721208.914,10.94%,0,10.94%,116.37332339444687,1,2.0,116.3819164290946,1.9436907415680647,1.9849350203612013,3.858099821690285,8.22375003023924e+17,8.217687466903795e+17,6.75802075544467e+35,62
6559325.17842629086984724,51430.759578784002443109,23464263.17640553116098670406307942,2020-11-16 00:00:00,7879424.05323195963782802,61229.534201957050939846,56563599.70845397458035539969083465,482453464559.0893,0.007770813423456008,62085323410650.35,-4.69%,-4.69%,0,128.68665678956143,1,2.0,128.6944276029849,2.023168784516975,1.925267271822975,3.895140646204401,1.663803435285056e+18,1.5821244730099725e+18,2.632344133242551e+36,63
4681673.011713608093161449,36235.010720252586402091,17002285.1376367192033421502419391,2020-11-17 00:00:00,7833859.291950557742478055,61725.373580624413601901,59562445.67648436053711634520855614,483547891373.69403,0.007879305879804151,61369351406080.09,1.15%,0,1.15%,126.91473275116158,1,2.0,126.92261205704139,1.9942172472285316,2.008098042637919,4.004583750754393,3.3179855066435384e+18,3.177061057460875e+18,1.0541442542376777e+37,64
3453747.093889078502441722,25294.12534751908587943,12044498.272633531532411281268106,2020-11-18 00:00:00,7709723.079031319770607266,55664.413496542677416041,53349100.17680909941718628825957286,429157213415.03754,0.0072200276100625625,59439829955348.164,3.14%,0,3.14%,138.50362547177778,1,2.0,138.51084549938784,1.9841538878485103,1.9018076403188546,3.773479023478657,6.583393842831786e+18,6.042158992838591e+18,3.977791231086429e+37,65
4926101.292194132751015358,37571.01785625167930008,17807439.57620360360964700651664594,2020-11-19 00:00:00,7713385.13670060062523054,60923.433121987582169969,57223739.59149168136188696743804621,469925903519.91205,0.007898404143222591,59496310267073.74,-0.10%,-0.10%,0,126.60785417748889,1,2.0,126.61575258163211,2.0004749921147287,2.094477230515894,4.1899493212007615,1.316991474582707e+19,1.2655164433657276e+19,1.6666743668568925e+38,66
4356692.144962391154641495,34220.11111844878456653,16916678.97914632726677356105034515,2020-11-20 00:00:00,8125579.926254513252407432,61240.792897252207619655,62214794.49345020407772079930827488,497616957433.8225,0.007536790414106621,66025049137950.305,-10.97%,-10.97%,0,132.68247424371768,1,2.0,132.69001103413177,2.05343889644414,2.0052091577739746,4.117574480079074,2.7043615201934545e+19,2.5376251615505064e+19,6.862655839571887e+38,67
2703044.894603201848661809,19532.695482704461086238,10151404.09995726261697990758666654,2020-11-21 00:00:00,8397751.551149751633254525,58363.259057137835189257,64313771.91251638253995953765269437,490120149277.2341,0.0069498673188476525,70522231114838.06,-6.81%,-6.81%,0,143.8876390183818,1,2.0,143.89458888570064,2.033495655370496,1.9530127925524707,3.9714430285384488,5.499307401864539e+19,4.956014403211169e+19,2.725464669132645e+39,68
2379125.848339480126889067,16056.795878781810104642,8792844.483152873959819022012016922,2020-11-22 00:00:00,8815351.539345657863209675,57944.606558614234469044,64771050.52249641729602094748374442,510802076623.2585,0.006573147571028725,77710422762243.84,-10.19%,-10.19%,0,152.13411675215073,1,2.0,152.14068989972176,2.0497275950178273,1.9928267799761876,4.084752043007712,1.1272082135087538e+20,9.87647822466692e+19,1.1132847375384907e+40,69
3018708.151245646350653666,20055.067868003801598304,11894719.86910977315437155380969627,2020-11-23 00:00:00,8599956.142338680040766546,58843.955162371684728213,71463252.42956812302737696328538339,506055433638.14026,0.006842355261868766,73959245650148.8,4.83%,0,4.83%,146.14850613981167,1,2.0,146.15534849507355,1.9755658755018901,2.015520833726737,3.9817941804736607,2.2268740811933427e+20,1.9906247625664633e+20,4.432870689140909e+40,70
5098236.869984558741791682,34970.991444157450160532,21281253.11887454256926787663119034,2020-11-24 00:00:00,8842033.253288774712033159,59309.797700002395865595,71529024.69281068974606825665757025,524419203509.2512,0.006707710319675879,78181552052264.45,-5.71%,-5.71%,0,149.08216848105042,1,2.0,149.0888761913701,2.0281486448237005,2.0079165742062255,4.072353278895403,4.5164316499653014e+20,3.997008453782534e+20,1.805221548584231e+41,71
2534636.106137202857754827,16925.077224539342261472,9940850.73805100412870186600532607,2020-11-25 00:00:00,8959145.849941589980077118,58108.299234625590235914,66197469.17856875746075088506391181,520600727935.06,0.006485919551695258,80266294360525.62,-2.67%,-2.67%,0,154.1801423883873,1,2.0,154.186628307939,2.013244984869205,1.979741990160645,3.9857056330258978,9.092683368797193e+20,7.913045470980356e+20,7.195081695051904e+41,72
5541909.966692307288628817,35171.366851778578930997,18089924.8533451245207515201360478,2020-11-26 00:00:00,8406259.19761465883406935,55197.27939787146406485,57180431.887607788303803318344382,464002637621.6631,0.006566211926172121,70665193697481.05,11.96%,0,11.96%,152.29481034782347,1,2.0,152.30137655974966,1.9382880174530772,1.9499035443284922,3.7794746751612016,1.762423922023448e+21,1.542967541029712e+21,2.7193629052164602e+42,73
2131588.461287150517440519,13893.795753126268540338,7149961.926901096583374892368689253,2020-11-27 00:00:00,8552838.846067694100924111,54790.323981111317931835,56621367.81766462274752872807909882,468612811334.28326,0.006406098018122024,73151052326804.58,-3.52%,-3.52%,0,156.10126432207707,1,2.0,156.1076704200952,2.01743696512411,1.9926272558865312,4.019999883739307,3.555579168509116e+21,3.0745591772040234e+21,1.0931838562815154e+43,74
1538924.983205607369065533,8927.803644482704646069,4714336.475774036742570027154938858,2020-11-28 00:00:00,9024589.57900538414322556,58091.231329045045209668,62429115.09650446702162247025047354,524249520883.69104,0.006436994261122662,81443217069492.6,-11.34%,-11.34%,0,155.3520104934181,1,2.0,155.35844748767923,2.0551572105388827,2.060246173194225,4.234129778325251,7.307274165803355e+21,6.334348779093775e+21,4.628682319065996e+43,75
1103311.642151421761242462,6933.170957146131049144,3818905.124967609179149789715750307,2020-11-29 00:00:00,9194146.218237417970353706,56834.441962774286168192,65123232.97275085891384238270750326,522544169637.67523,0.006181589961016504,84532324682329.44,-3.79%,-3.79%,0,161.77067814371168,1,2.0,161.7768597336727,2.0187882936667263,1.9783652482910552,3.993900603847049,1.4751839544537105e+22,1.2531655495113998e+22,1.848649710913384e+44,76
2020135.755205021716775502,12527.581161740060308534,7397448.583041903022787828865875425,2020-11-30 00:00:00,9100982.136875126276589654,55823.276052914701287834,68718459.23292363715560660029277198,508046638179.42566,0.006133763940347864,82827875855720.14,2.02%,0,2.02%,163.03203216250395,1,2.0,163.0381659264443,1.9898670219995531,1.9822085715115865,3.944331467175749,2.9354199023503295e+22,2.484035493764524e+22,7.291687226541011e+44,77
2419449.255264917225857406,14953.789430002289405873,9030921.523920057603510274712580492,2020-12-01 00:00:00,8533902.24359775152982107,51645.171983956722554777,60615387.32180405143567050891668717,440734849064.88,0.0060517651257022105,72827487503282.73,12.07%,0,12.07%,165.2410460797528,1,2.0,165.2470978448785,1.937690253123375,1.9251548034372337,3.7303536983739747,5.6879345336086025e+22,4.782152862729354e+22,2.7200572412913532e+45,78
2999928.353402174607809009,19732.290097388399154346,11690142.8967061261403810169929245,2020-12-02 00:00:00,8616413.977919139652559102,57010.199352903021192215,68215097.39004573672589929045175065,491223478588.31024,0.00661646474960468,74242589838880.31,-1.94%,-1.94%,0,151.13811345548964,1,2.0,151.14472992023926,2.009668699261617,2.1038824572142563,4.228106721189109,1.1430863995642432e+23,1.0061087515613222e+23,1.1500692303923074e+46,79
1398289.789606427776446499,9068.227857789763135795,5478600.506993168709788199920804445,2020-12-03 00:00:00,8657218.727231847704231069,54518.796172960984388572,67301692.04949801754062887052640893,471981143214.6938,0.006297495522605724,74947436091133.81,-0.95%,-0.95%,0,158.79328479240087,1,2.0,158.79958228792347,2.0047356997258112,1.9562989919659843,3.921862428531827,2.2915861130774812e+23,1.9682495364875697e+23,4.5104133048861036e+46,80
1064681.98583491482477832,6647.706785337589252762,3955332.778913982714366915661010678,2020-12-04 00:00:00,8171782.690397037477734165,50571.703782811036321288,57685696.32492416432366996762022245,413260973596.2616,0.006188576678897703,66778032339072.64,10.90%,0,10.90%,161.58804388897352,1,2.0,161.59423246565242,1.943927021815004,1.9276012555811433,3.747116168008714,4.454676168027329e+23,3.794000277830443e+23,1.690104261914034e+47,81
1035813.67979768691579312,6340.153025909639759015,3710079.5037242472770869475189201,2020-12-05 00:00:00,8246978.388924009702846353,50857.311418789480480036,60526871.17047929564878360060952394,419419148189.53516,0.006166781216147321,68012652547379.664,-1.85%,-1.85%,0,162.15914996004142,1,2.0,162.16531674125756,2.009201872024245,2.0056475778867373,4.029750868110925,8.9503436960623e+23,7.609427467732236e+23,6.810699116646053e+47,82
1051999.938169031641344751,6389.075822404532119927,3800002.952399350415743738208954325,2020-12-06 00:00:00,8331536.154889663503782058,50311.091717866641794233,60470410.43329783477171566715139738,419168679639.37585,0.006038633306336882,69414494700233.64,-2.06%,-2.06%,0,165.60038493322816,1,2.0,165.6064235665345,2.0102531814657376,1.9892597605794584,3.998915762466628,1.7992456890221045e+24,1.5137127862607782e+24,2.7235412050973434e+48,83
1245174.829446357527499722,7782.586741288565655465,4611826.063381729203352620908746576,2020-12-07 00:00:00,8109714.599200853755564516,51395.505045568689929823,60642330.40315754014848931644914738,416802877601.34955,0.006337523277407727,65767470880491.47,5.25%,0,5.25%,157.79034746347088,1,2.0,157.7966849867483,1.973375671477027,2.0215541601399387,3.989285798193329,3.5505876697261416e+24,3.060052380322494e+24,1.0864984250289177e+49,84
1552011.688499900956018423,9464.128008944342463432,5426514.097842282013456130648695137,2020-12-08 00:00:00,8296361.137858116282480857,49166.852174924779347256,54409065.74697877656159867082571663,407905961654.8607,0.005926315327639927,68829608129762.414,-4.66%,-4.66%,0,168.73891190636934,1,2.0,168.74483822169697,2.0230151796803866,1.9566372026373138,3.958306762062654,7.182892752641996e+24,5.987412329357858e+24,4.300694062762389e+49,85
1627975.753188881348597466,9576.552923145146827692,5308578.620171845439613568942992948,2020-12-09 00:00:00,7846068.721557515289914786,45939.336625742449049865,52758364.69557974282900966442619494,360443192188.3394,0.005855077014495366,61560794383403.19,10.56%,0,10.56%,170.79194646360898,1,2.0,170.79780154062348,1.9457241061691712,1.9343558636273979,3.763722833769514,1.3975927580843366e+25,1.158178614724835e+25,1.6186620445075782e+50,86
1224877.46878983988668558,7083.720740323600233381,3979266.555798772958016531483554192,2020-12-10 00:00:00,7830601.192196505530144322,45347.154709222426857975,50675063.56833931481438345446862714,355095483728.75653,0.00579101828789501,61318315031229.33,0.39%,0,0.39%,172.68120221452318,1,2.0,172.6869932328111,1.998028626830847,1.9871094804580136,3.9703016266020827,2.7924303393039833e+25,2.3014277053834487e+25,6.426576548227491e+50,87
2037554.529322412672614397,11187.313400736763731083,6090296.699679857382643087223376855,2020-12-11 00:00:00,8118257.25662546153455408,44199.765472623314745319,48226234.41513146497862158528694573,358825066789.26776,0.005444489386752441,65906100884751.97,-7.48%,-7.48%,0,183.67195322911363,1,2.0,183.67739771850037,2.0367348633098077,1.97469765757176,4.021935563672616,5.687440225424458e+25,4.544623898891447e+25,2.5847276771980555e+51,88
853124.833713554857920394,4743.410214401061766099,2643072.466172969745162324762377691,2020-12-12 00:00:00,7994114.554929395363926395,43973.898779984384633279,49957042.26282798898363040386524012,351532384274.0651,0.005500784167881212,63905867517334.01,3.03%,0,3.03%,181.79226260847446,1,2.0,181.79776339264234,1.984708207959935,1.9948898667170796,3.9592742924494884,1.1287909297681425e+26,9.066024163938813e+25,1.023364584531294e+52,89
742430.942740961744723167,4144.269444191005675261,2407205.592293261995943848679718999,2020-12-13 00:00:00,7807382.68517328194664492,44076.007447751223909888,51908177.18850360881221821060683333,344118257379.14154,0.0056454267998742235,60955224392743.57,4.62%,0,4.62%,177.13452595333968,1,2.0,177.14017138013955,1.9766413317606304,2.002322028989918,3.957872481996279,2.2312148066962213e+26,1.8153099898809588e+26,4.050346528165963e+52,90
